Nb matchs,Temps moyen de jeu en minutes,Points moyens marques,Nb tirs reussis,Nb tirs essais,Nb 3 points reussis,Nb 3 points essais,Nb lances francs reussis,Nb lances francs essais,Nb rebonds offensifs,Nb rebonds defensifs,Nb passes decisives,Nb interceptions,Nb contres ,Nb pertes balle,Carriere superieure 5ans
65.0,20.3,8.3,3.1,5.9,0.5,1.3,1.5,2.2,0.7,1.1,3.1,0.6,0.1,1.2,1.0
74.0,16.2,5.2,1.9,3.8,0.2,0.0,1.4,2.2,2.2,3.1,0.3,0.6,0.4,1.1,1.0
80.0,15.8,4.4,1.8,3.6,0.0,0.1,1.2,1.5,0.2,0.7,2.5,0.6,0.3,0.8,0.0
50.0,25.7,10.0,3.8,8.1,0.8,2.0,1.9,2.8,1.0,2.4,1.4,1.6,0.5,1.1,0.0
54.0,8.2,3.2,1.3,2.9,0.2,0.4,0.7,0.8,0.6,0.6,0.6,0.0,0.1,0.6,0.0
66.0,16.8,6.1,2.1,5.0,0.7,1.8,1.4,1.8,0.5,1.3,2.4,0.7,0.1,2.1,1.0
78.0,13.2,3.6,1.6,3.0,0.0,0.2,0.5,0.5,0.7,2.2,0.8,0.4,1.2,0.7,1.0
71.0,13.6,2.2,0.8,2.1,0.0,0.0,0.5,1.2,1.6,1.9,0.5,0.5,0.3,0.7,1.0
41.0,10.3,3.5,1.2,3.2,0.7,1.1,0.4,0.6,0.6,1.0,0.3,0.1,0.0,0.4,1.0
33.0,15.6,2.9,1.3,3.9,0.2,1.2,0.2,0.4,0.3,1.0,2.5,0.4,0.0,0.7,0.0
56.0,15.3,8.8,3.3,6.9,1.1,2.8,1.1,1.5,0.8,1.5,0.5,0.3,0.2,1.0,0.0
42.0,15.5,6.4,2.6,6.4,0.7,1.9,0.9,1.3,0.2,1.4,0.9,0.7,0.1,0.9,1.0
80.0,23.0,5.6,2.3,4.5,0.0,0.0,0.8,1.5,2.2,4.2,0.8,0.5,1.7,1.6,1.0
82.0,17.9,5.4,2.0,3.6,0.2,0.0,1.3,2.1,1.2,2.5,0.6,0.5,1.5,1.1,1.0
80.0,28.7,10.8,4.1,9.9,1.0,2.6,1.2,1.7,0.3,2.1,4.5,0.7,0.2,1.7,1.0
59.0,16.1,7.4,2.6,6.1,0.2,0.9,1.6,2.2,1.0,1.3,0.9,0.4,0.1,0.8,1.0
51.0,15.0,4.8,1.9,4.6,0.0,0.2,0.9,1.4,1.0,1.5,1.3,0.6,0.4,0.9,1.0
43.0,8.8,2.6,1.0,2.2,0.0,0.2,0.8,1.1,0.4,0.7,1.8,0.7,0.0,0.9,1.0
52.0,13.5,4.9,2.4,4.2,0.0,0.1,0.5,0.8,1.4,2.9,0.5,0.4,0.6,0.7,1.0
66.0,21.7,4.6,1.8,4.8,0.7,1.8,0.5,0.7,0.6,2.9,0.8,1.2,0.7,0.5,0.0
74.0,15.1,4.9,2.3,4.7,0.0,0.1,0.7,1.1,1.3,2.5,0.6,0.2,0.2,1.0,0.0
81.0,29.1,12.8,5.4,11.6,0.9,2.6,1.4,1.9,2.1,4.2,1.0,0.9,0.9,1.1,1.0
78.0,23.1,10.4,4.0,8.1,1.3,3.3,1.0,1.2,1.0,1.7,1.1,0.6,0.2,1.1,1.0
32.0,23.1,6.8,2.8,6.9,0.2,0.4,1.0,1.5,1.4,3.6,1.0,0.7,0.4,1.3,0.0
74.0,21.3,8.1,3.1,7.7,0.1,0.5,1.9,2.2,0.6,2.1,1.3,1.1,0.3,1.6,0.0
68.0,30.0,11.7,4.5,11.5,0.3,1.2,2.2,2.6,1.1,3.1,4.8,1.5,0.1,2.7,1.0
22.0,9.9,2.9,1.5,3.7,0.3,0.7,0.2,0.1,0.2,0.5,1.5,0.2,0.0,1.0,1.0
73.0,23.4,10.5,4.7,10.6,0.1,0.4,1.3,1.6,0.9,1.5,2.1,0.6,0.3,1.8,1.0
72.0,12.4,4.7,1.6,3.8,0.0,0.1,1.6,1.8,0.4,0.7,2.1,0.7,0.1,1.2,1.0
80.0,24.0,9.2,3.4,7.5,0.2,0.1,2.4,2.6,0.5,1.8,5.5,1.3,0.2,1.9,1.0
38.0,19.2,4.6,1.6,3.7,0.0,0.3,1.3,1.6,1.4,2.6,1.4,0.6,0.2,1.1,1.0
62.0,7.9,3.9,1.4,3.2,0.0,0.1,0.8,1.1,0.5,1.4,0.6,0.1,0.2,0.6,1.0
64.0,18.3,6.8,2.8,5.9,0.2,0.5,1.1,1.7,1.6,2.7,1.6,1.0,1.0,0.9,1.0
69.0,37.8,16.3,5.7,14.1,0.5,1.8,4.3,5.8,0.4,4.2,8.3,2.0,0.5,4.0,1.0
35.0,5.4,1.5,0.4,1.3,0.4,1.3,0.2,0.0,0.0,0.5,0.5,0.3,0.0,0.1,1.0
63.0,14.1,4.7,1.7,4.1,0.1,0.0,1.0,1.3,1.5,2.1,0.3,0.4,0.3,1.1,1.0
82.0,20.7,8.4,3.2,6.3,0.1,0.0,2.0,3.0,2.1,3.5,1.0,0.6,0.8,1.4,1.0
24.0,8.5,2.3,0.6,2.1,0.4,0.9,0.4,0.8,0.0,0.7,0.8,0.2,0.0,0.4,0.0
51.0,11.9,7.0,2.9,6.5,0.0,0.3,1.0,1.5,1.2,0.8,0.9,0.6,0.1,0.7,0.0
61.0,17.1,4.6,2.1,4.9,0.8,2.0,0.3,0.3,0.2,1.3,2.5,0.8,0.1,1.3,1.0
74.0,19.3,7.0,2.7,6.4,0.1,0.0,1.9,2.6,0.6,1.3,5.0,1.2,0.2,2.4,0.0
66.0,14.8,3.8,1.3,3.7,0.3,1.3,0.4,0.8,0.2,1.0,1.3,0.5,0.0,0.9,0.0
81.0,34.6,14.7,6.1,13.9,0.5,1.7,2.2,3.3,2.7,6.7,3.7,1.8,0.5,2.8,1.0
70.0,41.1,19.0,6.8,16.0,2.0,4.9,3.4,4.2,0.8,3.2,9.4,1.4,0.2,3.8,1.0
64.0,9.5,3.6,1.5,3.9,0.1,0.3,0.5,0.8,0.7,0.6,0.4,0.5,0.3,0.6,0.0
78.0,20.2,8.5,2.9,5.6,0.0,0.1,2.3,3.5,1.8,3.2,1.6,0.6,1.0,1.9,0.0
49.0,11.2,2.4,0.9,2.5,0.2,0.7,0.5,0.9,0.0,0.7,1.8,0.4,0.1,1.0,1.0
65.0,19.4,6.7,2.6,7.0,0.3,1.1,0.9,1.2,0.3,1.4,1.9,0.7,0.0,1.6,1.0
81.0,34.1,20.1,8.3,17.6,0.0,0.2,3.1,4.3,4.3,6.4,2.7,1.5,0.6,2.8,1.0
18.0,8.0,1.0,0.6,0.7,0.0,0.0,0.2,0.1,0.6,1.2,0.2,0.2,0.5,0.3,1.0
78.0,14.9,4.8,1.8,4.1,0.0,0.1,1.1,1.6,1.2,1.9,1.2,0.9,0.8,1.2,0.0
82.0,26.6,10.3,4.2,10.9,0.7,2.6,1.3,1.7,0.5,1.8,4.7,1.5,0.2,2.3,1.0
64.0,15.3,3.7,1.7,3.4,0.2,0.3,0.6,0.9,0.6,0.9,2.2,0.7,0.2,1.6,1.0
68.0,33.4,12.1,5.1,11.5,0.0,0.1,1.8,2.8,2.1,5.3,1.9,1.3,1.6,2.1,1.0
71.0,18.6,4.9,1.8,4.0,0.0,0.0,1.2,2.1,1.7,2.5,0.5,0.3,0.0,1.2,1.0
35.0,8.1,3.2,1.1,2.7,0.0,0.0,0.9,0.9,0.9,0.9,0.5,0.5,0.0,0.5,0.0
80.0,27.7,9.3,3.9,6.9,0.1,0.0,1.9,3.0,3.0,4.4,1.5,1.1,0.6,1.1,1.0
69.0,17.8,7.4,3.1,6.2,0.1,0.1,1.0,2.1,1.2,2.1,0.8,0.4,0.3,1.3,1.0
72.0,13.4,5.2,1.9,3.8,0.0,0.1,1.6,2.3,1.1,2.4,0.5,0.6,1.1,1.2,1.0
49.0,10.5,4.1,1.7,3.5,0.0,0.1,0.8,1.6,0.5,0.9,0.7,0.2,0.3,1.0,1.0
67.0,15.9,8.2,3.3,7.4,0.2,0.6,1.3,1.7,1.5,2.1,0.8,0.7,0.3,1.4,1.0
50.0,10.3,3.7,1.3,3.5,0.3,1.2,0.6,0.5,0.1,0.6,1.3,0.3,0.0,1.2,1.0
71.0,30.5,16.2,6.0,12.6,0.1,0.0,4.2,5.5,2.5,4.1,1.3,1.1,1.3,2.2,1.0
68.0,23.5,8.4,3.2,7.2,0.1,0.0,1.7,2.6,1.8,5.1,1.6,0.5,0.3,1.7,0.0
41.0,17.4,5.6,2.0,4.7,0.9,2.3,0.8,1.1,1.1,1.7,2.9,0.8,0.5,1.0,1.0
76.0,11.5,3.1,1.4,3.1,0.3,1.0,0.3,0.5,0.4,1.0,1.0,0.3,0.0,0.8,1.0
40.0,8.9,2.4,0.8,2.2,0.0,0.1,0.6,1.0,0.8,1.1,0.1,0.1,0.9,0.4,0.0
50.0,9.9,5.4,1.9,4.2,0.1,0.3,1.0,1.7,0.6,0.9,0.8,0.6,0.0,0.8,0.0
47.0,11.5,3.8,1.6,2.9,0.0,0.0,0.4,0.7,1.5,1.3,0.3,0.5,0.2,0.4,0.0
78.0,16.0,4.3,1.4,3.2,0.0,0.1,1.3,1.7,0.3,1.3,3.5,1.3,0.0,1.5,0.0
74.0,22.5,9.0,3.8,7.3,0.1,0.0,1.6,2.5,1.6,4.2,0.5,0.7,0.4,1.3,1.0
49.0,15.8,6.1,2.7,5.3,0.0,0.0,1.1,1.6,1.3,1.8,0.3,0.4,0.2,0.5,1.0
73.0,24.6,6.9,2.4,6.3,0.7,2.7,0.7,1.6,1.6,2.9,1.3,0.5,0.0,0.9,1.0
77.0,25.5,13.3,5.7,9.9,0.0,0.0,1.8,3.0,1.9,3.2,1.6,1.4,0.8,2.4,1.0
59.0,12.6,3.4,1.2,2.7,0.2,0.3,0.9,0.9,1.1,2.3,0.4,0.3,0.4,0.5,1.0
72.0,17.6,5.2,1.9,4.5,0.1,0.4,0.9,1.2,1.6,2.6,1.0,0.3,0.4,0.9,0.0
38.0,7.8,1.9,0.6,2.1,0.0,0.5,0.4,0.7,0.4,0.6,0.4,0.6,0.3,0.7,0.0
69.0,17.3,5.7,2.2,3.9,0.2,0.0,0.9,1.3,1.2,2.3,0.5,0.1,0.6,0.8,1.0
54.0,17.4,5.8,2.0,5.4,0.6,1.8,1.3,1.6,0.7,1.7,1.7,0.6,0.1,1.3,0.0
82.0,30.8,13.3,4.8,11.1,1.5,3.6,2.6,3.0,1.3,2.6,2.5,0.9,0.1,1.7,1.0
72.0,26.7,11.6,3.7,8.6,1.6,3.3,3.0,3.2,0.3,1.4,3.5,0.5,0.0,1.6,1.0
35.0,6.8,2.4,1.0,2.6,0.1,0.1,0.4,0.7,0.6,0.4,0.7,0.1,0.2,0.6,0.0
82.0,32.2,15.5,6.1,12.7,0.0,0.1,3.6,5.0,2.2,5.1,1.6,1.0,0.9,2.2,1.0
50.0,31.1,10.8,4.3,9.3,1.4,3.1,0.9,1.5,0.5,1.2,1.9,0.4,0.2,1.3,1.0
32.0,18.7,5.7,2.1,5.1,0.5,1.5,0.9,1.5,0.3,2.2,1.1,0.9,0.2,1.0,0.0
79.0,16.9,8.1,3.3,6.4,0.0,0.2,1.5,2.2,0.7,1.4,1.5,0.8,0.2,1.1,1.0
41.0,6.6,2.0,0.9,1.7,0.1,0.0,0.4,0.5,0.7,1.2,0.5,0.1,0.2,0.5,0.0
78.0,22.4,12.8,5.1,8.5,0.0,0.2,2.7,4.1,2.0,3.9,1.1,0.5,1.0,2.5,1.0
64.0,12.7,4.0,1.9,3.5,0.0,0.0,0.6,1.3,1.4,2.4,0.2,0.2,0.2,0.9,0.0
24.0,14.2,5.3,1.8,5.0,1.0,2.6,0.7,0.5,0.4,1.7,1.8,0.5,0.0,0.7,1.0
45.0,19.8,6.3,2.5,6.8,0.5,1.3,0.7,1.1,0.4,1.4,2.7,0.7,0.1,0.9,0.0
53.0,13.2,5.0,2.1,3.8,0.0,0.1,0.9,1.0,1.3,2.2,1.0,0.4,0.1,0.6,0.0
50.0,35.2,13.3,5.3,11.9,0.4,1.4,2.6,3.4,0.7,1.9,6.5,1.5,0.2,2.8,1.0
60.0,20.8,7.9,3.6,5.9,0.0,0.0,0.8,2.7,2.8,4.8,0.5,1.1,1.6,0.9,1.0
79.0,21.4,9.1,4.0,7.7,0.1,0.1,1.5,2.0,1.5,1.8,3.5,1.7,0.2,2.0,1.0
82.0,18.3,5.5,2.0,4.0,0.0,0.2,1.7,2.6,0.2,1.0,5.0,1.2,0.0,1.8,1.0
77.0,25.2,8.3,3.2,7.2,1.0,2.5,1.0,1.1,0.1,2.2,1.3,1.1,0.3,0.9,1.0
59.0,13.0,5.6,2.4,4.5,0.0,0.0,0.8,1.2,1.2,1.8,1.1,0.4,0.5,1.0,1.0
79.0,13.3,3.0,0.9,3.3,0.3,0.8,0.6,0.7,0.8,2.6,0.7,0.5,0.3,0.5,1.0
78.0,19.5,5.7,2.4,5.6,0.4,0.8,0.9,1.2,1.0,2.5,0.8,0.5,0.3,0.7,1.0
76.0,15.5,5.6,2.2,4.8,0.4,1.8,1.0,1.3,0.2,0.9,2.2,0.9,0.3,1.1,1.0
57.0,10.6,3.1,1.2,3.2,0.0,0.2,0.6,0.9,1.1,1.7,0.4,0.3,0.2,0.3,0.0
50.0,8.7,2.5,1.0,2.6,0.0,0.1,0.4,0.8,0.2,0.6,1.7,0.8,0.1,1.1,1.0
44.0,9.1,3.0,1.0,3.0,0.2,0.9,0.5,1.0,0.1,0.6,0.3,0.3,0.2,0.3,0.0
61.0,34.8,16.1,6.3,13.0,0.4,0.8,3.9,5.2,1.4,2.8,4.6,1.4,0.6,3.2,1.0
61.0,11.0,4.2,1.6,2.8,0.1,0.1,0.7,1.6,1.1,1.8,0.1,0.2,0.4,0.6,0.0
49.0,18.1,6.9,2.7,6.7,0.8,1.6,0.9,1.1,0.4,1.7,1.7,0.7,0.3,1.3,1.0
78.0,16.2,5.4,2.1,5.0,0.1,0.2,1.0,1.7,0.4,1.4,2.6,0.7,0.1,1.9,1.0
81.0,15.9,5.7,2.3,4.7,0.0,0.0,0.8,1.0,0.3,0.9,2.4,0.6,0.1,1.0,1.0
75.0,16.6,6.5,2.5,6.1,0.3,1.1,0.8,1.2,1.1,2.4,0.8,0.5,0.2,0.8,0.0
78.0,23.5,6.3,2.1,5.7,0.1,0.4,1.6,2.6,0.9,2.7,3.7,1.5,0.0,1.8,1.0
65.0,23.2,8.5,3.7,8.0,0.0,0.2,1.1,1.6,2.1,3.4,1.1,0.7,1.1,1.6,1.0
51.0,9.0,4.5,1.8,3.8,0.0,0.0,0.9,1.2,0.6,0.9,0.3,0.1,0.3,0.7,0.0
81.0,22.7,11.5,4.2,9.9,0.0,0.0,2.4,3.3,1.7,1.7,2.2,1.3,0.4,2.1,1.0
46.0,6.8,2.6,1.1,2.7,0.4,0.8,0.3,0.3,0.5,0.4,0.5,0.4,0.1,0.1,0.0
26.0,9.9,4.5,1.8,4.4,0.9,1.8,0.1,0.3,0.3,2.0,0.8,0.2,0.2,0.7,1.0
35.0,5.9,1.9,0.8,2.0,0.2,0.5,0.4,0.7,0.2,0.3,1.2,0.3,0.1,0.8,0.0
79.0,14.6,3.4,1.2,2.7,0.0,0.0,0.9,1.5,1.3,2.0,0.6,0.4,0.2,0.6,1.0
39.0,22.2,8.8,3.2,7.2,0.0,0.0,2.6,3.1,1.1,2.2,1.3,0.6,0.0,1.1,1.0
67.0,10.4,3.1,1.1,3.2,0.0,0.2,0.4,0.9,0.2,0.6,2.5,0.4,0.0,1.2,1.0
30.0,25.8,5.8,2.3,5.2,0.8,2.6,0.7,0.8,1.6,1.9,1.2,0.7,0.3,0.7,0.0
80.0,14.7,4.5,1.9,3.5,0.0,0.0,0.7,1.4,1.4,3.4,1.2,0.2,1.4,1.7,1.0
49.0,20.9,8.9,3.7,6.8,0.1,0.4,1.6,2.9,2.2,3.4,0.9,0.6,1.0,1.7,1.0
54.0,10.2,4.9,2.0,4.8,0.0,0.2,0.8,2.2,1.7,2.0,1.1,0.3,0.0,0.7,1.0
24.0,17.2,5.3,2.1,4.9,0.6,1.6,0.6,0.9,0.3,1.4,0.7,1.1,0.3,1.2,0.0
80.0,33.8,14.5,5.2,11.2,0.0,0.0,3.7,5.2,3.0,5.1,1.7,0.8,2.2,1.6,1.0
68.0,16.2,3.8,1.5,4.4,0.3,1.3,0.3,0.3,1.1,2.1,1.0,0.2,0.4,0.6,0.0
80.0,33.4,15.2,6.4,14.5,0.0,0.5,2.5,3.0,1.4,2.0,2.1,1.7,0.2,1.7,1.0
43.0,9.3,2.7,0.8,2.7,0.6,1.6,0.3,0.4,0.3,0.9,0.3,0.1,0.0,0.2,0.0
33.0,19.6,7.1,2.3,4.9,0.2,0.3,2.2,2.6,1.4,1.8,1.5,0.6,0.3,1.0,1.0
41.0,12.4,3.4,1.6,3.2,0.0,0.2,0.5,0.7,1.0,1.3,1.1,0.4,0.1,1.0,1.0
22.0,6.0,1.5,0.5,1.5,0.0,0.0,0.2,0.3,0.4,1.0,0.0,0.1,0.3,0.7,0.0
37.0,8.4,3.6,1.3,2.9,0.1,0.0,1.1,1.2,0.5,0.8,0.7,0.5,0.3,0.4,0.0
70.0,38.3,19.8,7.3,15.3,0.2,0.4,5.2,7.4,1.8,4.6,5.0,1.6,1.0,2.9,1.0
49.0,14.9,5.6,1.9,4.7,0.7,1.7,0.9,1.0,0.2,2.0,0.9,0.7,0.3,0.7,0.0
74.0,20.4,9.4,4.0,8.7,0.0,0.0,1.3,2.1,1.7,2.6,1.6,0.6,0.3,1.2,1.0
55.0,33.0,14.7,6.5,13.0,0.0,0.0,2.5,3.3,2.5,5.5,1.3,1.1,0.4,2.2,1.0
66.0,28.0,11.7,3.7,8.9,0.2,1.2,4.2,4.9,0.8,2.0,3.4,1.4,0.3,2.1,1.0
37.0,5.4,1.9,0.7,1.7,0.3,0.7,0.5,0.3,0.1,0.6,0.5,0.3,0.0,0.2,1.0
80.0,29.8,10.2,3.8,7.9,0.3,0.7,2.4,2.8,2.5,3.5,1.9,0.9,0.2,1.3,1.0
36.0,6.5,1.2,0.3,1.3,0.0,0.1,0.3,0.3,0.0,0.3,0.5,0.2,0.0,0.5,1.0
52.0,7.1,2.7,1.0,2.4,0.0,0.0,0.8,0.9,0.7,1.2,0.3,0.2,0.6,0.3,1.0
82.0,37.3,21.5,7.9,15.5,0.2,0.5,6.0,7.4,2.7,2.7,3.3,1.0,0.1,3.5,1.0
49.0,7.6,1.8,0.5,1.9,0.2,0.2,0.6,0.6,0.7,1.0,0.2,0.2,0.2,0.1,0.0
76.0,15.1,5.6,2.3,4.6,0.3,0.5,1.0,1.2,0.5,1.1,3.6,0.7,0.0,1.5,0.0
39.0,8.4,3.4,1.2,2.5,0.0,0.1,0.8,1.2,0.8,0.8,0.2,0.2,0.1,0.6,0.0
42.0,11.0,3.9,1.5,3.2,0.2,0.0,0.8,1.0,0.8,1.3,0.7,0.1,0.0,0.7,1.0
51.0,7.3,2.8,1.2,2.4,0.1,0.3,0.4,0.9,0.2,0.5,1.1,0.4,0.1,0.8,0.0
62.0,20.4,5.1,1.8,3.6,0.0,0.1,1.6,2.7,2.2,2.9,0.5,0.3,1.5,0.7,1.0
65.0,16.3,5.4,2.1,3.9,0.0,0.1,1.1,1.5,1.5,2.4,0.3,0.6,0.6,0.4,1.0
35.0,19.5,7.2,3.0,6.9,0.3,1.0,1.1,1.5,1.1,2.6,0.8,0.6,0.7,0.7,1.0
69.0,15.0,7.0,2.5,4.7,0.1,0.0,2.1,2.5,1.3,1.8,0.4,0.2,0.4,1.2,1.0
39.0,7.0,1.3,0.5,1.2,0.0,0.2,0.3,0.3,0.5,1.4,0.4,0.1,0.3,0.4,0.0
49.0,16.0,5.4,2.1,4.0,0.0,0.0,1.0,1.5,1.6,2.1,0.9,0.9,1.0,0.9,1.0
50.0,35.2,18.3,6.9,15.3,0.3,1.3,4.2,5.3,2.0,4.0,2.9,1.1,1.4,2.2,1.0
80.0,30.5,15.3,6.9,14.5,0.0,0.3,2.2,2.6,0.4,2.0,6.8,1.0,0.0,3.0,1.0
36.0,6.6,1.8,0.8,2.4,0.1,0.1,0.3,0.5,0.5,0.4,0.4,0.2,0.1,0.7,1.0
82.0,20.2,10.0,4.5,8.1,0.0,0.0,1.2,1.8,1.9,2.4,0.7,0.5,1.8,1.3,1.0
41.0,10.6,4.2,1.3,3.3,0.5,1.2,0.8,0.8,0.0,0.7,1.4,0.3,0.0,0.5,0.0
63.0,11.5,4.1,1.2,2.7,0.0,0.1,1.6,2.2,1.3,1.8,0.2,0.1,0.3,0.7,1.0
80.0,28.8,8.7,3.1,7.8,1.3,4.2,1.0,1.5,0.5,3.0,2.8,1.2,0.0,1.5,1.0
78.0,36.4,15.3,5.5,13.2,0.3,1.4,4.1,4.9,1.8,3.3,2.8,2.0,0.5,2.5,1.0
61.0,14.8,6.2,2.1,5.0,0.8,2.5,1.1,1.1,0.2,1.5,0.9,0.2,0.1,0.5,1.0
73.0,17.6,6.9,3.0,6.5,0.1,0.5,0.8,0.9,0.3,0.8,3.2,0.6,0.0,1.2,1.0
82.0,30.8,10.1,4.2,8.6,0.0,0.0,1.6,2.2,0.8,3.2,2.0,1.2,0.7,2.1,1.0
79.0,33.8,11.9,4.1,10.7,0.7,3.0,2.5,3.4,1.9,3.5,7.7,1.9,0.3,3.1,1.0
40.0,6.6,3.6,1.3,2.9,0.3,0.5,1.0,1.5,0.6,0.7,0.5,0.3,0.1,0.6,1.0
28.0,8.3,1.6,0.6,1.3,0.4,0.6,0.3,0.3,0.2,1.0,0.4,0.1,0.1,0.5,0.0
41.0,15.1,4.1,1.9,4.0,0.0,0.1,0.2,0.4,1.0,3.0,0.7,0.4,0.4,0.7,1.0
79.0,26.3,10.7,4.2,8.6,0.0,0.1,2.3,3.3,2.3,3.5,2.2,0.6,0.7,1.4,1.0
63.0,11.6,8.2,3.3,6.8,0.0,0.2,1.9,2.5,1.2,1.1,0.7,0.4,0.2,1.0,1.0
31.0,6.4,2.7,0.8,2.0,0.4,1.2,0.7,0.8,0.4,0.9,0.4,0.0,0.1,0.2,0.0
82.0,36.7,15.9,6.3,13.2,0.7,2.2,3.0,4.0,2.3,3.0,6.7,2.4,0.5,3.6,1.0
49.0,9.3,3.4,1.7,2.3,0.0,0.0,0.5,0.8,0.7,1.1,0.7,0.1,0.3,0.5,1.0
73.0,29.7,11.8,4.6,9.3,0.3,1.0,1.9,2.2,1.2,2.7,2.7,0.8,0.3,1.0,0.0
36.0,8.8,4.1,1.4,3.5,0.3,0.8,0.9,1.5,0.5,0.7,0.8,0.7,0.1,1.1,1.0
82.0,31.1,13.6,5.3,10.7,0.0,0.1,3.0,4.9,3.3,4.1,2.1,0.8,1.4,2.3,1.0
72.0,37.0,20.2,7.3,16.2,0.5,2.0,4.9,6.6,0.9,4.2,5.8,1.5,0.3,3.0,1.0
38.0,8.6,2.9,1.0,2.9,0.3,1.3,0.2,0.2,0.3,0.7,0.8,0.4,0.0,0.6,1.0
82.0,28.7,14.0,5.4,9.4,0.0,0.2,3.6,5.0,3.1,5.6,1.8,1.0,1.1,2.5,1.0
39.0,10.0,3.2,1.1,3.1,0.0,0.1,0.8,1.2,0.6,1.2,1.0,0.5,0.1,0.7,0.0
74.0,11.6,3.2,1.3,3.2,0.0,0.2,0.6,0.8,0.5,1.1,0.7,0.4,0.4,0.3,1.0
72.0,26.6,6.7,2.4,5.7,0.3,0.7,1.5,2.1,1.7,3.3,2.6,1.5,0.0,1.2,1.0
31.0,12.6,3.0,1.3,2.7,0.1,0.0,0.7,1.1,1.2,3.0,0.1,0.2,0.7,0.6,0.0
61.0,13.2,5.2,2.2,4.6,0.1,0.2,1.1,1.6,1.1,1.8,0.6,0.1,0.1,0.8,1.0
77.0,12.6,6.0,2.5,4.7,0.1,0.0,1.5,2.4,1.2,1.4,0.8,0.5,0.2,0.8,1.0
78.0,22.0,10.1,4.1,8.9,0.7,1.8,1.7,2.3,1.0,1.9,2.2,1.3,0.4,1.3,0.0
25.0,5.1,2.3,0.7,2.1,0.1,0.7,0.4,0.5,0.3,0.3,0.6,0.4,0.1,0.6,0.0
53.0,9.7,3.6,1.3,2.9,0.0,0.1,1.0,1.7,0.7,1.1,0.0,0.1,0.9,0.2,1.0
82.0,30.5,13.0,5.6,10.4,0.0,0.0,2.1,2.7,2.8,5.5,1.2,0.4,1.8,2.0,1.0
80.0,18.0,8.3,3.3,7.1,0.4,1.1,1.6,1.8,0.7,1.0,2.3,0.6,0.1,1.4,0.0
33.0,10.6,2.1,0.9,2.6,0.1,0.3,0.2,0.2,0.1,2.1,0.7,0.4,0.3,0.3,0.0
37.0,11.6,2.9,1.1,2.3,0.0,0.2,1.1,1.3,0.8,1.4,0.2,0.3,0.1,0.8,1.0
50.0,36.0,12.6,4.6,12.4,1.8,6.6,1.8,2.0,0.3,2.9,6.1,2.0,0.0,3.0,1.0
43.0,8.3,2.6,0.9,2.1,0.0,0.4,0.6,1.0,0.2,1.0,0.2,0.2,0.2,0.2,1.0
78.0,20.2,9.3,3.3,6.0,0.1,0.0,2.3,3.3,1.9,3.1,0.9,0.2,0.4,1.4,1.0
82.0,23.0,8.8,3.4,7.0,0.0,0.6,1.6,2.5,0.7,2.1,1.9,0.8,0.4,1.9,1.0
55.0,9.8,1.6,0.6,1.3,0.1,0.1,0.5,0.7,0.7,1.1,0.1,0.2,0.9,0.4,1.0
82.0,21.1,6.9,2.6,5.0,0.0,0.0,1.3,3.3,2.1,3.8,0.8,0.8,0.8,1.2,1.0
56.0,15.5,7.4,2.5,6.5,1.1,3.2,1.1,1.4,0.3,1.4,1.8,0.7,0.0,1.0,1.0
82.0,18.4,5.5,1.9,5.2,0.2,0.6,1.3,2.0,0.6,1.2,3.8,0.6,0.2,1.2,1.0
74.0,17.0,5.3,1.9,3.9,0.0,0.1,1.7,2.0,1.1,1.1,1.5,0.7,0.1,1.2,1.0
64.0,33.4,14.3,4.5,11.2,1.0,3.1,4.1,5.2,0.8,1.8,3.9,1.4,0.3,2.7,0.0
29.0,21.1,6.0,2.1,4.8,0.2,0.6,1.2,1.9,1.4,3.8,1.4,1.2,0.6,1.1,0.0
63.0,22.1,9.1,3.8,7.5,0.0,0.0,1.1,1.9,2.3,2.8,0.5,0.1,1.2,0.8,1.0
24.0,15.0,4.8,1.9,4.6,0.6,1.6,0.6,1.1,1.2,1.8,0.3,1.2,0.5,0.6,0.0
36.0,12.0,3.1,1.2,3.4,0.3,1.4,0.5,0.6,0.3,0.9,1.4,0.5,0.1,0.6,0.0
82.0,32.7,9.1,3.6,6.7,0.7,1.7,2.1,2.8,1.2,4.7,3.0,1.7,0.7,1.7,1.0
35.0,24.6,10.4,4.2,12.1,0.3,1.7,1.4,1.8,1.6,1.9,1.8,0.7,0.6,1.9,1.0
82.0,28.1,8.6,3.7,8.5,0.1,0.2,1.2,1.9,1.6,3.0,5.9,0.9,0.1,2.2,1.0
56.0,11.3,3.2,1.1,2.1,0.0,0.0,0.6,1.1,1.0,1.7,0.3,0.0,0.6,0.6,1.0
80.0,25.9,8.8,3.5,7.7,0.1,0.2,1.7,2.0,0.2,1.8,4.3,1.3,0.1,2.3,1.0
58.0,10.5,4.6,1.8,4.3,0.4,1.3,0.9,1.4,0.6,0.4,1.1,0.2,0.0,1.0,0.0
19.0,12.8,3.3,1.2,3.0,0.0,0.5,0.7,1.1,0.6,1.0,1.7,0.4,0.3,0.9,0.0
80.0,14.9,5.1,2.1,4.3,0.0,0.1,1.2,1.6,1.4,3.4,0.8,0.3,0.4,1.4,1.0
76.0,16.4,5.6,1.9,4.9,0.4,1.4,1.2,1.6,0.3,1.7,2.5,0.7,0.1,1.2,0.0
